,income,education,green_energy,green_energy_freq,cost,cost_freq,combination,combination_freq
905,3.0,1.0,2,21,1,21,"(2, 3)",7
906,3.0,1.0,2,21,1,21,"(3, 1)",6
907,3.0,1.0,2,21,1,21,"(3, 2)",6
908,3.0,1.0,2,21,1,21,"(3, 3)",5
909,3.0,1.0,2,21,2,15,"(1, 1)",5
910,3.0,1.0,2,21,2,15,"(1, 2)",5
911,3.0,1.0,2,21,2,15,"(1, 3)",5
912,3.0,1.0,2,21,2,15,"(2, 1)",10
913,3.0,1.0,2,21,2,15,"(2, 2)",4
914,3.0,1.0,2,21,2,15,"(2, 3)",7
915,3.0,1.0,2,21,2,15,"(3, 1)",6
916,3.0,1.0,2,21,2,15,"(3, 2)",6
917,3.0,1.0,2,21,2,15,"(3, 3)",5
918,3.0,1.0,2,21,3,17,"(1, 1)",5
919,3.0,1.0,2,21,3,17,"(1, 2)",5
920,3.0,1.0,2,21,3,17,"(1, 3)",5
921,3.0,1.0,2,21,3,17,"(2, 1)",10
922,3.0,1.0,2,21,3,17,"(2, 2)",4
923,3.0,1.0,2,21,3,17,"(2, 3)",7
924,3.0,1.0,2,21,3,17,"(3, 1)",6
925,3.0,1.0,2,21,3,17,"(3, 2)",6
926,3.0,1.0,2,21,3,17,"(3, 3)",5
927,3.0,1.0,3,17,1,21,"(1, 1)",5
928,3.0,1.0,3,17,1,21,"(1, 2)",5
929,3.0,1.0,3,17,1,21,"(1, 3)",5
930,3.0,1.0,3,17,1,21,"(2, 1)",10
931,3.0,1.0,3,17,1,21,"(2, 2)",4
932,3.0,1.0,3,17,1,21,"(2, 3)",7
933,3.0,1.0,3,17,1,21,"(3, 1)",6
934,3.0,1.0,3,17,1,21,"(3, 2)",6
935,3.0,1.0,3,17,1,21,"(3, 3)",5
936,3.0,1.0,3,17,2,15,"(1, 1)",5
937,3.0,1.0,3,17,2,15,"(1, 2)",5
938,3.0,1.0,3,17,2,15,"(1, 3)",5
939,3.0,1.0,3,17,2,15,"(2, 1)",10
940,3.0,1.0,3,17,2,15,"(2, 2)",4
941,3.0,1.0,3,17,2,15,"(2, 3)",7
942,3.0,1.0,3,17,2,15,"(3, 1)",6
943,3.0,1.0,3,17,2,15,"(3, 2)",6
944,3.0,1.0,3,17,2,15,"(3, 3)",5
945,3.0,1.0,3,17,3,17,"(1, 1)",5
946,3.0,1.0,3,17,3,17,"(1, 2)",5
947,3.0,1.0,3,17,3,17,"(1, 3)",5
948,3.0,1.0,3,17,3,17,"(2, 1)",10
949,3.0,1.0,3,17,3,17,"(2, 2)",4
950,3.0,1.0,3,17,3,17,"(2, 3)",7
951,3.0,1.0,3,17,3,17,"(3, 1)",6
952,3.0,1.0,3,17,3,17,"(3, 2)",6
953,3.0,1.0,3,17,3,17,"(3, 3)",5
954,3.0,2.0,1,145,1,160,"(1, 1)",50
955,3.0,2.0,1,145,1,160,"(1, 2)",55
956,3.0,2.0,1,145,1,160,"(1, 3)",40
957,3.0,2.0,1,145,1,160,"(2, 1)",58
958,3.0,2.0,1,145,1,160,"(2, 2)",45
959,3.0,2.0,1,145,1,160,"(2, 3)",50
960,3.0,2.0,1,145,1,160,"(3, 1)",52
961,3.0,2.0,1,145,1,160,"(3, 2)",43
962,3.0,2.0,1,145,1,160,"(3, 3)",65
963,3.0,2.0,1,145,2,143,"(1, 1)",50
964,3.0,2.0,1,145,2,143,"(1, 2)",55
965,3.0,2.0,1,145,2,143,"(1, 3)",40
966,3.0,2.0,1,145,2,143,"(2, 1)",58
967,3.0,2.0,1,145,2,143,"(2, 2)",45
968,3.0,2.0,1,145,2,143,"(2, 3)",50
969,3.0,2.0,1,145,2,143,"(3, 1)",52
970,3.0,2.0,1,145,2,143,"(3, 2)",43
971,3.0,2.0,1,145,2,143,"(3, 3)",65
972,3.0,2.0,1,145,3,155,"(1, 1)",50
973,3.0,2.0,1,145,3,155,"(1, 2)",55
974,3.0,2.0,1,145,3,155,"(1, 3)",40
975,3.0,2.0,1,145,3,155,"(2, 1)",58
976,3.0,2.0,1,145,3,155,"(2, 2)",45
977,3.0,2.0,1,145,3,155,"(2, 3)",50
978,3.0,2.0,1,145,3,155,"(3, 1)",52
979,3.0,2.0,1,145,3,155,"(3, 2)",43
980,3.0,2.0,1,145,3,155,"(3, 3)",65
981,3.0,2.0,2,153,1,160,"(1, 1)",50
982,3.0,2.0,2,153,1,160,"(1, 2)",55
983,3.0,2.0,2,153,1,160,"(1, 3)",40
984,3.0,2.0,2,153,1,160,"(2, 1)",58
985,3.0,2.0,2,153,1,160,"(2, 2)",45
986,3.0,2.0,2,153,1,160,"(2, 3)",50
987,3.0,2.0,2,153,1,160,"(3, 1)",52
988,3.0,2.0,2,153,1,160,"(3, 2)",43
989,3.0,2.0,2,153,1,160,"(3, 3)",65
990,3.0,2.0,2,153,2,143,"(1, 1)",50
991,3.0,2.0,2,153,2,143,"(1, 2)",55
992,3.0,2.0,2,153,2,143,"(1, 3)",40
993,3.0,2.0,2,153,2,143,"(2, 1)",58
994,3.0,2.0,2,153,2,143,"(2, 2)",45
995,3.0,2.0,2,153,2,143,"(2, 3)",50
996,3.0,2.0,2,153,2,143,"(3, 1)",52
997,3.0,2.0,2,153,2,143,"(3, 2)",43
998,3.0,2.0,2,153,2,143,"(3, 3)",65
999,3.0,2.0,2,153,3,155,"(1, 1)",50
1000,3.0,2.0,2,153,3,155,"(1, 2)",55
1001,3.0,2.0,2,153,3,155,"(1, 3)",40
1002,3.0,2.0,2,153,3,155,"(2, 1)",58
1003,3.0,2.0,2,153,3,155,"(2, 2)",45
1004,3.0,2.0,2,153,3,155,"(2, 3)",50
1005,3.0,2.0,2,153,3,155,"(3, 1)",52
1006,3.0,2.0,2,153,3,155,"(3, 2)",43
1007,3.0,2.0,2,153,3,155,"(3, 3)",65
1008,3.0,2.0,3,160,1,160,"(1, 1)",50
1009,3.0,2.0,3,160,1,160,"(1, 2)",55
1010,3.0,2.0,3,160,1,160,"(1, 3)",40
1011,3.0,2.0,3,160,1,160,"(2, 1)",58
1012,3.0,2.0,3,160,1,160,"(2, 2)",45
1013,3.0,2.0,3,160,1,160,"(2, 3)",50
1014,3.0,2.0,3,160,1,160,"(3, 1)",52
1015,3.0,2.0,3,160,1,160,"(3, 2)",43
1016,3.0,2.0,3,160,1,160,"(3, 3)",65
1017,3.0,2.0,3,160,2,143,"(1, 1)",50
1018,3.0,2.0,3,160,2,143,"(1, 2)",55
1019,3.0,2.0,3,160,2,143,"(1, 3)",40
1020,3.0,2.0,3,160,2,143,"(2, 1)",58
1021,3.0,2.0,3,160,2,143,"(2, 2)",45
1022,3.0,2.0,3,160,2,143,"(2, 3)",50
1023,3.0,2.0,3,160,2,143,"(3, 1)",52
1024,3.0,2.0,3,160,2,143,"(3, 2)",43
1025,3.0,2.0,3,160,2,143,"(3, 3)",65
1026,3.0,2.0,3,160,3,155,"(1, 1)",50
1027,3.0,2.0,3,160,3,155,"(1, 2)",55
1028,3.0,2.0,3,160,3,155,"(1, 3)",40
1029,3.0,2.0,3,160,3,155,"(2, 1)",58
1030,3.0,2.0,3,160,3,155,"(2, 2)",45
1031,3.0,2.0,3,160,3,155,"(2, 3)",50
1032,3.0,2.0,3,160,3,155,"(3, 1)",52
1033,3.0,2.0,3,160,3,155,"(3, 2)",43
1034,3.0,2.0,3,160,3,155,"(3, 3)",65
1035,3.0,3.0,1,47,1,44,"(1, 1)",14
1036,3.0,3.0,1,47,1,44,"(1, 2)",24
1037,3.0,3.0,1,47,1,44,"(1, 3)",9
1038,3.0,3.0,1,47,1,44,"(2, 1)",17
1039,3.0,3.0,1,47,1,44,"(2, 2)",14
1040,3.0,3.0,1,47,1,44,"(2, 3)",9
1041,3.0,3.0,1,47,1,44,"(3, 1)",13
1042,3.0,3.0,1,47,1,44,"(3, 2)",15
1043,3.0,3.0,1,47,1,44,"(3, 3)",20
1044,3.0,3.0,1,47,2,53,"(1, 1)",14
1045,3.0,3.0,1,47,2,53,"(1, 2)",24
1046,3.0,3.0,1,47,2,53,"(1, 3)",9
1047,3.0,3.0,1,47,2,53,"(2, 1)",17
1048,3.0,3.0,1,47,2,53,"(2, 2)",14
1049,3.0,3.0,1,47,2,53,"(2, 3)",9
1050,3.0,3.0,1,47,2,53,"(3, 1)",13
1051,3.0,3.0,1,47,2,53,"(3, 2)",15
1052,3.0,3.0,1,47,2,53,"(3, 3)",20
1053,3.0,3.0,1,47,3,38,"(1, 1)",14
1054,3.0,3.0,1,47,3,38,"(1, 2)",24
1055,3.0,3.0,1,47,3,38,"(1, 3)",9
1056,3.0,3.0,1,47,3,38,"(2, 1)",17
1057,3.0,3.0,1,47,3,38,"(2, 2)",14
1058,3.0,3.0,1,47,3,38,"(2, 3)",9
1059,3.0,3.0,1,47,3,38,"(3, 1)",13
1060,3.0,3.0,1,47,3,38,"(3, 2)",15
1061,3.0,3.0,1,47,3,38,"(3, 3)",20
1062,3.0,3.0,2,40,1,44,"(1, 1)",14
1063,3.0,3.0,2,40,1,44,"(1, 2)",24
1064,3.0,3.0,2,40,1,44,"(1, 3)",9
1065,3.0,3.0,2,40,1,44,"(2, 1)",17
1066,3.0,3.0,2,40,1,44,"(2, 2)",14
1067,3.0,3.0,2,40,1,44,"(2, 3)",9
1068,3.0,3.0,2,40,1,44,"(3, 1)",13
1069,3.0,3.0,2,40,1,44,"(3, 2)",15
1070,3.0,3.0,2,40,1,44,"(3, 3)",20
1071,3.0,3.0,2,40,2,53,"(1, 1)",14
1072,3.0,3.0,2,40,2,53,"(1, 2)",24
1073,3.0,3.0,2,40,2,53,"(1, 3)",9
1074,3.0,3.0,2,40,2,53,"(2, 1)",17
1075,3.0,3.0,2,40,2,53,"(2, 2)",14
1076,3.0,3.0,2,40,2,53,"(2, 3)",9
1077,3.0,3.0,2,40,2,53,"(3, 1)",13
1078,3.0,3.0,2,40,2,53,"(3, 2)",15
1079,3.0,3.0,2,40,2,53,"(3, 3)",20
1080,3.0,3.0,2,40,3,38,"(1, 1)",14
1081,3.0,3.0,2,40,3,38,"(1, 2)",24
1082,3.0,3.0,2,40,3,38,"(1, 3)",9
1083,3.0,3.0,2,40,3,38,"(2, 1)",17
1084,3.0,3.0,2,40,3,38,"(2, 2)",14
1085,3.0,3.0,2,40,3,38,"(2, 3)",9
1086,3.0,3.0,2,40,3,38,"(3, 1)",13
1087,3.0,3.0,2,40,3,38,"(3, 2)",15
1088,3.0,3.0,2,40,3,38,"(3, 3)",20
1089,3.0,3.0,3,48,1,44,"(1, 1)",14
1090,3.0,3.0,3,48,1,44,"(1, 2)",24
1091,3.0,3.0,3,48,1,44,"(1, 3)",9
1092,3.0,3.0,3,48,1,44,"(2, 1)",17
1093,3.0,3.0,3,48,1,44,"(2, 2)",14
1094,3.0,3.0,3,48,1,44,"(2, 3)",9
1095,3.0,3.0,3,48,1,44,"(3, 1)",13
1096,3.0,3.0,3,48,1,44,"(3, 2)",15
1097,3.0,3.0,3,48,1,44,"(3, 3)",20
1098,3.0,3.0,3,48,2,53,"(1, 1)",14
1099,3.0,3.0,3,48,2,53,"(1, 2)",24
1100,3.0,3.0,3,48,2,53,"(1, 3)",9
1101,3.0,3.0,3,48,2,53,"(2, 1)",17
1102,3.0,3.0,3,48,2,53,"(2, 2)",14
1103,3.0,3.0,3,48,2,53,"(2, 3)",9
1104,3.0,3.0,3,48,2,53,"(3, 1)",13
1105,3.0,3.0,3,48,2,53,"(3, 2)",15
1106,3.0,3.0,3,48,2,53,"(3, 3)",20
1107,3.0,3.0,3,48,3,38,"(1, 1)",14
1108,3.0,3.0,3,48,3,38,"(1, 2)",24
1109,3.0,3.0,3,48,3,38,"(1, 3)",9
1110,3.0,3.0,3,48,3,38,"(2, 1)",17
1111,3.0,3.0,3,48,3,38,"(2, 2)",14
1112,3.0,3.0,3,48,3,38,"(2, 3)",9
1113,3.0,3.0,3,48,3,38,"(3, 1)",13
1114,3.0,3.0,3,48,3,38,"(3, 2)",15
1115,3.0,3.0,3,48,3,38,"(3, 3)",20
1116,3.0,4.0,1,37,1,50,"(1, 1)",17
1117,3.0,4.0,1,37,1,50,"(1, 2)",13
1118,3.0,4.0,1,37,1,50,"(1, 3)",7
1119,3.0,4.0,1,37,1,50,"(2, 1)",20
1120,3.0,4.0,1,37,1,50,"(2, 2)",15
1121,3.0,4.0,1,37,1,50,"(2, 3)",14
1122,3.0,4.0,1,37,1,50,"(3, 1)",13
1123,3.0,4.0,1,37,1,50,"(3, 2)",12
1124,3.0,4.0,1,37,1,50,"(3, 3)",18
1125,3.0,4.0,1,37,2,40,"(1, 1)",17
1126,3.0,4.0,1,37,2,40,"(1, 2)",13
1127,3.0,4.0,1,37,2,40,"(1, 3)",7
1128,3.0,4.0,1,37,2,40,"(2, 1)",20
1129,3.0,4.0,1,37,2,40,"(2, 2)",15
1130,3.0,4.0,1,37,2,40,"(2, 3)",14
1131,3.0,4.0,1,37,2,40,"(3, 1)",13
1132,3.0,4.0,1,37,2,40,"(3, 2)",12
1133,3.0,4.0,1,37,2,40,"(3, 3)",18
1134,3.0,4.0,1,37,3,39,"(1, 1)",17
1135,3.0,4.0,1,37,3,39,"(1, 2)",13
1136,3.0,4.0,1,37,3,39,"(1, 3)",7
1137,3.0,4.0,1,37,3,39,"(2, 1)",20
1138,3.0,4.0,1,37,3,39,"(2, 2)",15
1139,3.0,4.0,1,37,3,39,"(2, 3)",14
1140,3.0,4.0,1,37,3,39,"(3, 1)",13
1141,3.0,4.0,1,37,3,39,"(3, 2)",12
1142,3.0,4.0,1,37,3,39,"(3, 3)",18
1143,3.0,4.0,2,49,1,50,"(1, 1)",17
1144,3.0,4.0,2,49,1,50,"(1, 2)",13
1145,3.0,4.0,2,49,1,50,"(1, 3)",7
1146,3.0,4.0,2,49,1,50,"(2, 1)",20
1147,3.0,4.0,2,49,1,50,"(2, 2)",15
1148,3.0,4.0,2,49,1,50,"(2, 3)",14
1149,3.0,4.0,2,49,1,50,"(3, 1)",13
1150,3.0,4.0,2,49,1,50,"(3, 2)",12
1151,3.0,4.0,2,49,1,50,"(3, 3)",18
1152,3.0,4.0,2,49,2,40,"(1, 1)",17
1153,3.0,4.0,2,49,2,40,"(1, 2)",13
1154,3.0,4.0,2,49,2,40,"(1, 3)",7
1155,3.0,4.0,2,49,2,40,"(2, 1)",20
1156,3.0,4.0,2,49,2,40,"(2, 2)",15
1157,3.0,4.0,2,49,2,40,"(2, 3)",14
1158,3.0,4.0,2,49,2,40,"(3, 1)",13
1159,3.0,4.0,2,49,2,40,"(3, 2)",12
1160,3.0,4.0,2,49,2,40,"(3, 3)",18
1161,3.0,4.0,2,49,3,39,"(1, 1)",17
1162,3.0,4.0,2,49,3,39,"(1, 2)",13
1163,3.0,4.0,2,49,3,39,"(1, 3)",7
1164,3.0,4.0,2,49,3,39,"(2, 1)",20
1165,3.0,4.0,2,49,3,39,"(2, 2)",15
1166,3.0,4.0,2,49,3,39,"(2, 3)",14
1167,3.0,4.0,2,49,3,39,"(3, 1)",13
1168,3.0,4.0,2,49,3,39,"(3, 2)",12
1169,3.0,4.0,2,49,3,39,"(3, 3)",18
1170,3.0,4.0,3,43,1,50,"(1, 1)",17
1171,3.0,4.0,3,43,1,50,"(1, 2)",13
1172,3.0,4.0,3,43,1,50,"(1, 3)",7
1173,3.0,4.0,3,43,1,50,"(2, 1)",20
1174,3.0,4.0,3,43,1,50,"(2, 2)",15
1175,3.0,4.0,3,43,1,50,"(2, 3)",14
1176,3.0,4.0,3,43,1,50,"(3, 1)",13
1177,3.0,4.0,3,43,1,50,"(3, 2)",12
1178,3.0,4.0,3,43,1,50,"(3, 3)",18
1179,3.0,4.0,3,43,2,40,"(1, 1)",17
1180,3.0,4.0,3,43,2,40,"(1, 2)",13
1181,3.0,4.0,3,43,2,40,"(1, 3)",7
1182,3.0,4.0,3,43,2,40,"(2, 1)",20
1183,3.0,4.0,3,43,2,40,"(2, 2)",15
1184,3.0,4.0,3,43,2,40,"(2, 3)",14
1185,3.0,4.0,3,43,2,40,"(3, 1)",13
1186,3.0,4.0,3,43,2,40,"(3, 2)",12
1187,3.0,4.0,3,43,2,40,"(3, 3)",18
1188,3.0,4.0,3,43,3,39,"(1, 1)",17
1189,3.0,4.0,3,43,3,39,"(1, 2)",13
1190,3.0,4.0,3,43,3,39,"(1, 3)",7
1191,3.0,4.0,3,43,3,39,"(2, 1)",20
1192,3.0,4.0,3,43,3,39,"(2, 2)",15
1193,3.0,4.0,3,43,3,39,"(2, 3)",14
1194,3.0,4.0,3,43,3,39,"(3, 1)",13
1195,3.0,4.0,3,43,3,39,"(3, 2)",12
1196,3.0,4.0,3,43,3,39,"(3, 3)",18
1197,3.0,5.0,1,17,1,13,"(1, 1)",5
1198,3.0,5.0,1,17,1,13,"(1, 2)",6
1199,3.0,5.0,1,17,1,13,"(1, 3)",6
1200,3.0,5.0,1,17,1,13,"(2, 1)",5
1201,3.0,5.0,1,17,1,13,"(2, 2)",7
1202,3.0,5.0,1,17,1,13,"(2, 3)",5
1203,3.0,5.0,1,17,1,13,"(3, 1)",3
1204,3.0,5.0,1,17,1,13,"(3, 2)",8
1205,3.0,5.0,1,17,1,13,"(3, 3)",4
1206,3.0,5.0,1,17,2,21,"(1, 1)",5
1207,3.0,5.0,1,17,2,21,"(1, 2)",6
1208,3.0,5.0,1,17,2,21,"(1, 3)",6
1209,3.0,5.0,1,17,2,21,"(2, 1)",5
1210,3.0,5.0,1,17,2,21,"(2, 2)",7
1211,3.0,5.0,1,17,2,21,"(2, 3)",5
1212,3.0,5.0,1,17,2,21,"(3, 1)",3
1213,3.0,5.0,1,17,2,21,"(3, 2)",8
1214,3.0,5.0,1,17,2,21,"(3, 3)",4
1215,3.0,5.0,1,17,3,15,"(1, 1)",5
1216,3.0,5.0,1,17,3,15,"(1, 2)",6
1217,3.0,5.0,1,17,3,15,"(1, 3)",6
1218,3.0,5.0,1,17,3,15,"(2, 1)",5
1219,3.0,5.0,1,17,3,15,"(2, 2)",7
1220,3.0,5.0,1,17,3,15,"(2, 3)",5
1221,3.0,5.0,1,17,3,15,"(3, 1)",3
1222,3.0,5.0,1,17,3,15,"(3, 2)",8
1223,3.0,5.0,1,17,3,15,"(3, 3)",4
1224,3.0,5.0,2,17,1,13,"(1, 1)",5
1225,3.0,5.0,2,17,1,13,"(1, 2)",6
1226,3.0,5.0,2,17,1,13,"(1, 3)",6
1227,3.0,5.0,2,17,1,13,"(2, 1)",5
1228,3.0,5.0,2,17,1,13,"(2, 2)",7
1229,3.0,5.0,2,17,1,13,"(2, 3)",5
1230,3.0,5.0,2,17,1,13,"(3, 1)",3
1231,3.0,5.0,2,17,1,13,"(3, 2)",8
1232,3.0,5.0,2,17,1,13,"(3, 3)",4
1233,3.0,5.0,2,17,2,21,"(1, 1)",5
1234,3.0,5.0,2,17,2,21,"(1, 2)",6
1235,3.0,5.0,2,17,2,21,"(1, 3)",6
1236,3.0,5.0,2,17,2,21,"(2, 1)",5
1237,3.0,5.0,2,17,2,21,"(2, 2)",7
1238,3.0,5.0,2,17,2,21,"(2, 3)",5
1239,3.0,5.0,2,17,2,21,"(3, 1)",3
1240,3.0,5.0,2,17,2,21,"(3, 2)",8
1241,3.0,5.0,2,17,2,21,"(3, 3)",4
1242,3.0,5.0,2,17,3,15,"(1, 1)",5
1243,3.0,5.0,2,17,3,15,"(1, 2)",6
1244,3.0,5.0,2,17,3,15,"(1, 3)",6
1245,3.0,5.0,2,17,3,15,"(2, 1)",5
1246,3.0,5.0,2,17,3,15,"(2, 2)",7
1247,3.0,5.0,2,17,3,15,"(2, 3)",5
1248,3.0,5.0,2,17,3,15,"(3, 1)",3
1249,3.0,5.0,2,17,3,15,"(3, 2)",8
1250,3.0,5.0,2,17,3,15,"(3, 3)",4
1251,3.0,5.0,3,15,1,13,"(1, 1)",5
1252,3.0,5.0,3,15,1,13,"(1, 2)",6
1253,3.0,5.0,3,15,1,13,"(1, 3)",6
1254,3.0,5.0,3,15,1,13,"(2, 1)",5
1255,3.0,5.0,3,15,1,13,"(2, 2)",7
1256,3.0,5.0,3,15,1,13,"(2, 3)",5
1257,3.0,5.0,3,15,1,13,"(3, 1)",3
1258,3.0,5.0,3,15,1,13,"(3, 2)",8
1259,3.0,5.0,3,15,1,13,"(3, 3)",4
1260,3.0,5.0,3,15,2,21,"(1, 1)",5
1261,3.0,5.0,3,15,2,21,"(1, 2)",6
1262,3.0,5.0,3,15,2,21,"(1, 3)",6
1263,3.0,5.0,3,15,2,21,"(2, 1)",5
1264,3.0,5.0,3,15,2,21,"(2, 2)",7
1265,3.0,5.0,3,15,2,21,"(2, 3)",5
1266,3.0,5.0,3,15,2,21,"(3, 1)",3
1267,3.0,5.0,3,15,2,21,"(3, 2)",8
1268,3.0,5.0,3,15,2,21,"(3, 3)",4
1269,3.0,5.0,3,15,3,15,"(1, 1)",5
1270,3.0,5.0,3,15,3,15,"(1, 2)",6
1271,3.0,5.0,3,15,3,15,"(1, 3)",6
1272,3.0,5.0,3,15,3,15,"(2, 1)",5
1273,3.0,5.0,3,15,3,15,"(2, 2)",7
1274,3.0,5.0,3,15,3,15,"(2, 3)",5
1275,3.0,5.0,3,15,3,15,"(3, 1)",3
1276,3.0,5.0,3,15,3,15,"(3, 2)",8
1277,3.0,5.0,3,15,3,15,"(3, 3)",4
1278,3.0,6.0,1,5,1,2,"(1, 1)",1
1279,3.0,6.0,1,5,1,2,"(1, 2)",3
1280,3.0,6.0,1,5,1,2,"(1, 3)",1
1281,3.0,6.0,1,5,1,2,"(2, 2)",2
1282,3.0,6.0,1,5,1,2,"(2, 3)",1
1283,3.0,6.0,1,5,1,2,"(3, 1)",1
1284,3.0,6.0,1,5,1,2,"(3, 3)",1
1285,3.0,6.0,1,5,2,5,"(1, 1)",1
1286,3.0,6.0,1,5,2,5,"(1, 2)",3
1287,3.0,6.0,1,5,2,5,"(1, 3)",1
1288,3.0,6.0,1,5,2,5,"(2, 2)",2
1289,3.0,6.0,1,5,2,5,"(2, 3)",1
1290,3.0,6.0,1,5,2,5,"(3, 1)",1
1291,3.0,6.0,1,5,2,5,"(3, 3)",1
1292,3.0,6.0,1,5,3,3,"(1, 1)",1
1293,3.0,6.0,1,5,3,3,"(1, 2)",3
1294,3.0,6.0,1,5,3,3,"(1, 3)",1
1295,3.0,6.0,1,5,3,3,"(2, 2)",2
1296,3.0,6.0,1,5,3,3,"(2, 3)",1
1297,3.0,6.0,1,5,3,3,"(3, 1)",1
1298,3.0,6.0,1,5,3,3,"(3, 3)",1
1299,3.0,6.0,2,3,1,2,"(1, 1)",1
1300,3.0,6.0,2,3,1,2,"(1, 2)",3
1301,3.0,6.0,2,3,1,2,"(1, 3)",1
1302,3.0,6.0,2,3,1,2,"(2, 2)",2
1303,3.0,6.0,2,3,1,2,"(2, 3)",1
1304,3.0,6.0,2,3,1,2,"(3, 1)",1
1305,3.0,6.0,2,3,1,2,"(3, 3)",1
1306,3.0,6.0,2,3,2,5,"(1, 1)",1
1307,3.0,6.0,2,3,2,5,"(1, 2)",3
1308,3.0,6.0,2,3,2,5,"(1, 3)",1
1309,3.0,6.0,2,3,2,5,"(2, 2)",2
1310,3.0,6.0,2,3,2,5,"(2, 3)",1
1311,3.0,6.0,2,3,2,5,"(3, 1)",1
1312,3.0,6.0,2,3,2,5,"(3, 3)",1
1313,3.0,6.0,2,3,3,3,"(1, 1)",1
1314,3.0,6.0,2,3,3,3,"(1, 2)",3
1315,3.0,6.0,2,3,3,3,"(1, 3)",1
1316,3.0,6.0,2,3,3,3,"(2, 2)",2
1317,3.0,6.0,2,3,3,3,"(2, 3)",1
1318,3.0,6.0,2,3,3,3,"(3, 1)",1
1319,3.0,6.0,2,3,3,3,"(3, 3)",1
1320,3.0,6.0,3,2,1,2,"(1, 1)",1
1321,3.0,6.0,3,2,1,2,"(1, 2)",3
1322,3.0,6.0,3,2,1,2,"(1, 3)",1
1323,3.0,6.0,3,2,1,2,"(2, 2)",2
1324,3.0,6.0,3,2,1,2,"(2, 3)",1
1325,3.0,6.0,3,2,1,2,"(3, 1)",1
1326,3.0,6.0,3,2,1,2,"(3, 3)",1
1327,3.0,6.0,3,2,2,5,"(1, 1)",1
1328,3.0,6.0,3,2,2,5,"(1, 2)",3
1329,3.0,6.0,3,2,2,5,"(1, 3)",1
1330,3.0,6.0,3,2,2,5,"(2, 2)",2
1331,3.0,6.0,3,2,2,5,"(2, 3)",1
1332,3.0,6.0,3,2,2,5,"(3, 1)",1
1333,3.0,6.0,3,2,2,5,"(3, 3)",1
1334,3.0,6.0,3,2,3,3,"(1, 1)",1
1335,3.0,6.0,3,2,3,3,"(1, 2)",3
1336,3.0,6.0,3,2,3,3,"(1, 3)",1
1337,3.0,6.0,3,2,3,3,"(2, 2)",2
1338,3.0,6.0,3,2,3,3,"(2, 3)",1
1339,3.0,6.0,3,2,3,3,"(3, 1)",1
1340,3.0,6.0,3,2,3,3,"(3, 3)",1
1341,4.0,1.0,1,11,1,14,"(1, 1)",2
